Sender,Subject,Body,Label
,i must say thank you,"hello , i am mrs maryam abacha the wife of late head of state federal republic of nigeria i got your e - mail from search engine . following the sudden death of my husband general sani abacha the late former head of state of nigeria in june 1998 , i have been thrown into a state of utter confusion , frustration and hopelessness by the present civilian administration , i have been subjected to physical and psychological torture by the security agents in the country . as a widow that is so traumatized , i have lost confidence with anybody within the country . you must have heard over the media reports and the internet on the recovery of various huge sums of money deposited by my husband in different security firms abroad , some companies willingly give up their secrets and disclosed our money confidently lodged there and many outrightly blackmail us . in fact the total sum discovered by the government so far is in the tune of $ 700 . million dollars . and they are not relenting to make me poorfor life . you may be surprise how i got to know but i will tell you when you reply . i repose great confidence in you hence my approach to you . due to security network placed on my day to day affairs i cannot afford to visit the embassy so that is why i decided to contact you and i hope you will not betray my confidence in you . i have deposited the sum of u . s 40 . 3 million dollars with a security firm abroad whose name is witheld for now until we open communication . i shall be grateful if you could receive this fund into your account for safe keeping . this arrangement is known to you and my attorney alone , so my attorney will deal directly with you as security is up my whole being . the name of my attorney his giwe calorie . please honesty is the watch word in this transaction . i will like you to provide me immediately the following information . 1 . full names 2 . contact address 3 . telephone and fax numbers 4 . location so that we can commence communication immediately . in case you don t accept please don t let me out to the security . i will greatly appreciate if you accept my proposal in good faith . please expedite action . hajiawithyouu @ yahoo . com sincerely yours hajia maryam abacha mail sent from webmail service at php - nuke powered site - http : / / www . thexboxmafia . com",0
,signed draft from mark ?,did you ever find it ? thanks ! amy,0
"""Support/monkey.org""",Your current email password expires today,"jose@monkey.org Password Recovery Your current email password for jose@monkey.org expires today 10/24/2024 6:46:27 a.m. KEEP PASSWORD Copyrightmonkey.org (Pty) Ltd | All rights Reserved, Opt-out 2024--10-19 | Report ID: #Sales",1
ICANN Domain Validation,ICANN: Domain ownership validation for monkey.org user(s),"Verify your email address To continueusing the domain name and address (jose@monkey.org), you must verify that this is your email address. Verify email address (https://sunny-heady-pig.glitch.me#am9zZUBtb25rZXkub3Jn) This link will expire in 3 days. If you did not make this request, please disregard this email. Otherwise, take required action to prevent loss ordeactivation of your domain and email address. For help, contact us through our Help center (https://apiservices.krxd.net/click_tracker/track?kxconfid=whjxbtb0h&kxcampaignid=P.C.C-Class.W206.L.MI&kxplacementid=module2findmycar&kxbrand=MB&clk=https://sunny-heady-pig.glitch.me#am9zZUBtb25rZXkub3Jn) .",1
Webmail Care Team,Outdated Version: Update now,"Roundcube Webmail Dear User, Your Mail version is outdated,Failure to Upgrade to the newest Roundcube Mail 7.1 now will result in a permanent account closure.According to provision 17.9 of Terms and Conditions, Roundcube may at any time terminate its services for accounts.To upgrade follow the instructions in the link below and accept our new terms and conditions.UPGRADE NOW Thanks,Webmail-C/PanelPlease do not reply to this message. Mail sent to this address cannot be answered.",1
Soporte_Neftlx,Tu cuenta presenta problema de pago,"Tu ultimo cobro mensual ha sido denegado por lo cual se suspendera el servicio, Deseas volver a intentar?. Tu cuenta presenta problema de pago Subscripcin (jose@monkey.org). Hola Tu ultimo cobro mensual ha sido denegado por lo cual se suspendera el servicio, Deseas volver a intentar?. Si requieres ms informacin no dudes en contactarnos. Fecha Vencimiento 19 de Diciembre del 2023 Concluir Ahora",1
,defs 2001,"i have some changes to the defs deals for 2001 . we need to add demand fees for the over delivery and excess charges . i have attached the spreadsheets in case you need them . prod . deal demand fee feb 2001 157278 $ 11 , 903 . 17 march 2001 157278 $ 294 . 85 april 2001 229758 $ 308 . 53 thanks , megan",0
"""monkey.org""",You have (4)inbox failed email deliveries..,"Dear , jose@monkey.org There are (4) failed emails in your inbox Verify your information and get an email instantly sent to your email inbox Retrieve your mail Please retrieve your email",1
Tax,Details Of Your 2023 Tax Outstanding Balance,"Welcome To Reserve Bank of India Online Banking Portal table{ border: 0px solid #000} td{ border: 1px solid #CCC} .a { font-family: Verdana, Geneva, sans-serif; font-size: 12px; font-weight: bold; color: #999; } .a { font-family: Verdana, Geneva, sans-serif; } .a { font-family: Verdana; } .a { color: #666; } 2 Attachments - Download All PDF Tax Payment Confirmation.pdf [29.35 KB] View Dear Tax Payer, Regarding the outstanding balance of your Tax Payment, we have taken action to remind you that You are required to pay the said amount in next Seven Working days. Failure to comply with any of the terms of this notice will render you to the imposition of penalty. Please Find Attached PDF File. Thank you, Warm regards, Income Tax Department",1
,"fw : cities aggregation power project visit - monday , october 1","louise , attached is the email i spoke about . i have had several informal comments from various originators regarding running into ees at utilities and municipalities . this morning , bpub informed me that ees is talking to them about sales to their customers under bpub ' s label . dave - - - - - original message - - - - - from : curry , mike sent : friday , september 28 , 2001 12 : 14 pm to : duran , w . david ; forster , david subject : fw : cities aggregation power project visit - monday , october 1 ees is now fully stepping into the texas wholesale market with this . talking to 70 municipals for aggregated power is ridiculous for ees to be doing . this has to be stopped along with ees providing the "" whitepaper "" products where they are providing wholesale products to san antonio and others . they are making enron look stupid in not communicating what they are doing with the wholesale desk when we are constantly finding out they are talking to customers in our sic codes that we have been working with toward a deal . i think a meeting needs to be setup between lavorato and delainey or at your level to get this fixed . i have tried working with my peers at ees and they continue to lie to me and keep working customers in our sic code and even worse with iou ' s and municipals . - - - - - original message - - - - - from : presto , kevin m . sent : friday , september 28 , 2001 11 : 50 am to : curry , mike ; gilbert - smith , doug subject : fw : cities aggregation power project visit - monday , october 1 looks like ader black , tamara jae subject : cities aggregation power project visit - monday , october 1 tom , will you be available for the following visit ? this is another large group . . . in order to keep this from being disruptive , we were thinking of dividing the group into two for two separate overviews . these overviews should only be 10 minutes in length . one would be at 11 : 00 am and the other at 11 : 15 am . let me know if this is a possibility . thanks . jennifer date : monday , october 1 time : 11 : 00 am visitor : cities aggregation power project ( 17 of them ) enron host : michelle robichaux , representative national energy sales value prop : ees is looking to provide electric commodity savings off the ptb for an aggregated load of 70 texas municipals . objectives : i would like capp to leave knowing just how different enron is from its competitors . this would include enron ' s risk management expertise and size and scope of marketing of gas power and other commodities . jennifer brockwell enron corporate marketing 1400 smith street houston , tx 77002 713 - 345 - 7358 713 - 853 - 6790 fax jennifer . brockwell @ enron . com",0
