Sender,Subject,Label,predicted_risk_level,predicted_risk_score,certainty_level,coordination_explanation,linguistic_risk_score,linguistic_certainty,technical_risk_score,technical_certainty,threat_intel_risk_score,threat_intel_certainty,processing_time_seconds,processed_timestamp,sender_missing,status
customer relation,re: Payment reminder - Unpaid Netflix bill [DD-054006-D8634],1,LOW,0.2,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with an inconclusive certainty level. The primary contributing factors to this assessment are the technical validation and threat intelligence agents, which both flagged potential concerns. The technical validation agent identified a suspicious URL, while the threat intelligence agent found that this URL matches entries in known malware databases, although the linguistic agent did not detect any phishing language. Despite these findings, the low risk score is due to the young domain age (only 6 months old) and the moderate confidence (65%) of the machine learning model used in the analysis.",0.0,INCONCLUSIVE,0.5,INCONCLUSIVE,0.5,LOW,16.31,2025-11-17T00:15:49.257287,False,success
ServerReport,Security Upgrade,1,MEDIUM,0.6998539805412292,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic red flags. The Linguistic Agent identified several concerning factors, including extreme urgency, requests for sensitive information, and poor grammar, contributing significantly to the overall risk score. While the Technical Validation Agent found some inconsistencies, its inconclusive certainty level suggests these may not be definitive indicators. The Threat Intelligence Agent did not find any matches in known threat databases, but the combination of linguistic indicators and technical inconsistencies warrants caution.",0.999756634235382,DEFINITIVE,0.5,INCONCLUSIVE,0.0,LOW,30.07,2025-11-17T00:16:19.332521,False,success
,start date : 12 / 28 / 01 ; hourahead hour : 23 ;,0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.0,LOW,18.83,2025-11-17T00:16:38.165352,True,success
DocuSign-jose,Complete with Docu-Sign: jose.pdf,1,MEDIUM,0.4,LOW,"Based on the email security analysis, this email presents a medium risk, but with low certainty, indicating that while there are some concerning factors, the evidence is not definitive. The primary contributors to this assessment are the Linguistic Agent, which detected phishing language such as implied urgency and generic content, and the Threat Intelligence Agent, which found that the URL matches known malware databases. The Technical Validation Agent did not contribute to the risk score, as it was inconclusive. The convergence of these indicators—linguistic red flags and a URL linked to known threats—suggests potential phishing activity, but the low certainty level means further investigation is warranted.",0.5,MEDIUM,0.0,INCONCLUSIVE,0.5,LOW,13.89,2025-11-17T00:16:52.056065,False,success
,unique and exciting incest experience ! . . neuropsychiatric,0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.0,LOW,21.09,2025-11-17T00:17:13.144320,True,success
,re : contract approvals,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment is LOW, with a risk score of 0.36 and a low certainty level. The PRIMARY contributing factors to this assessment are the unusual message forwarding structure and mixed language use detected by the Linguistic Agent, which together contributed 0.30 to the final score. The Technical Validation Agent found inconclusive evidence, while the Threat Intelligence Agent found no matches in known threat databases, indicating no immediate signs of malware or phishing. The convergence of these indicators suggests that while the email exhibits some unusual linguistic patterns, it does not present a significant security threat.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.0,LOW,23.54,2025-11-17T00:17:36.712803,True,success
,"printer ink report - value , quality , fast delivery",0,MEDIUM,0.6598200000000001,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong indicators of a phishing attempt. The Linguistic Agent identified high-confidence phishing language, including scarcity and urgency tactics, contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the linguistic red flags alone warrant caution. The convergence of these indicators, particularly the high model confidence in phishing language, suggests that this email should be treated as suspicious until further investigation confirms its legitimacy.",0.9997,DEFINITIVE,0.3,INCONCLUSIVE,0.0,LOW,34.38,2025-11-17T00:18:11.094970,True,success
SiriusXM Customer Support Team,Take Action Now: Renew Your SiriusXM Free Membership Extension,1,HIGH,0.75988,DEFINITIVE,"Based on the email security analysis, this email poses a high risk (0.76) of being a phishing attempt, with definitive certainty. The Linguistic Agent identified strong indicators of phishing, such as urgent language (""Take Action Now"") and reward/scarcity tactics (""Free Membership Extension""), contributing significantly to the overall risk score. The Technical Validation Agent supported this assessment, while the Threat Intelligence Agent found no matches in known threat databases, which is not uncommon for new or evolving phishing campaigns. The convergence of these indicators, particularly the high confidence (0.9998) from the Linguistic Agent, strongly suggests that this email is an attempt to manipulate users into taking immediate action, likely leading to a malicious site or data compromise.",0.9998,DEFINITIVE,0.8,DEFINITIVE,0.0,LOW,72.39,2025-11-17T00:19:23.486579,False,success
Mail Server_ Security,ATTN: E-File Received,1,MEDIUM,0.5997,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level. The primary contributing factor is the linguistic content, which the Linguistic Agent flagged as highly suspicious, with a perfect risk score. This agent detected phishing language, including an urgent 10-minute time limit, authority impersonation through the sender address, and a suspicious link. While the Technical Validation and Threat Intelligence agents did not contribute to the risk score, the linguistic indicators strongly suggest a phishing attempt, warranting caution.",0.9995,DEFINITIVE,0.0,INCONCLUSIVE,0.0,LOW,22.83,2025-11-17T00:19:46.317320,False,success
MtaMsk,Action Required,1,HIGH,0.75988,DEFINITIVE,"Based on the email security analysis, this email presents a high risk (score: 0.76) with definitive certainty, indicating it is likely a phishing attempt. The primary contributing factors are the linguistic red flags identified by the Linguistic Agent, which detected high urgency language, authority impersonation, and fear tactics, contributing a significant 0.60 to the final score. The Threat Intelligence Agent found that the URL matches known malware databases, while the Technical Validation Agent, although less certain, flagged some technical inconsistencies. Together, these indicators converge to strongly suggest that this email is a malicious attempt to manipulate the recipient into taking harmful actions.",0.9998,DEFINITIVE,0.3,LOW,0.5,LOW,40.78,2025-11-17T00:20:27.095837,False,success
